,Date,User Account,Scores,Review,Label,Aspect
529,19/04/2020,ade prabhawati,5,good service fast shipping free tote bag products fresh packaging good price affordable,1,SERVICE
530,19/04/2020,Remigius Septian,3,good actual product repayment duration short minutes away passed immediately canceled automatically well arises main problem cancellation payment suddenly slow application response assume connection though full signal problems opening application application least times try disturbing experience shopping tanihub,1,SYSTEM
531,4/19/2020,Andreas Rahadi,2,load timenya really old,0,SYSTEM
532,19/04/2020,vennywati tjiputra,1,tried order goods applications days ago havent received goods scam complain regarding matter,0,SERVICE
533,19/04/2020,Yuni Arti,1,bad,0,SYSTEM
534,19/04/2020,Anthony Feryanto,1,prices expensive compared general market,0,SERVICE
535,18/04/2020,Mila Kamilah,4,suggestions facilitate track wrote show also order delivery details etc confused orders already troublesome also want track order asking via email,0,SERVICE
536,17/04/2020,derman efendi,5,good recomended aplication,1,SYSTEM
537,17/04/2020,Nancy Suryaman,5,satisfactory deficiencies replaced,1,SERVICE
538,17/04/2020,Blessing Blessing,5,helpful shopping groceries online maybe may advice vegetables contrived option per grams could lot variety purchased thank much recommended,1,USEFULLNESS
539,4/17/2020,dendy prtha,2,connection failed backend fix please,0,SYSTEM
540,17/04/2020,JSyaprudin,1,application used ask restart still,0,SYSTEM
541,17/04/2020,ardian hunta,1,estimated delivery provided h changing status clarity tracking real time process delivery chat admin real time answer disappointed buy tanihub heart heart also disappointed,0,SERVICE
542,16/04/2020,Totok Suryono,5,initially difficult access ultimately easily access various kinds vegetables local fruits local consumption vegetables fruit,1,SYSTEM
543,16/04/2020,Oka Petirb,4,application phone number call trouble mail address waiting order four days ask via mail template answer given package finally arrivwd next day thankyou tanihub,1,SERVICE
544,16/04/2020,Lany Harijanti,1,enter one item basket already crashed,0,SYSTEM
545,16/04/2020,Tiga Warna,1,every minute hang phone ram tsel,0,SYSTEM
546,15/04/2020,Beatrix Kiddo,5,complete buildup vegetables fruit price cheaper supermarkets quality ever message pitaya seeds one rotten complaints directly sent seeds tomorrow,1,USEFULLNESS
547,14/04/2020,Nada VZ,4,sign vendor choice partner column register account whereas aid instructions,1,SERVICE
548,14/04/2020,Biography Ingrid Surono,1,connect properly cut connected sometime,0,SERVICE
549,13/04/2020,Gus Ipul Official,5,application bridges interests farmers producers general public consumers creation trade trade division share fair fair,1,USEFULLNESS
550,13/04/2020,Yaseri D Apritasari,5,good service,1,SERVICE
551,13/04/2020,Lydia Febtriani,4,first time use tanihub application ui nice informative easy selecting goods agricultural support indonesia well shortcomings user experience first user entered logged exiting application must logged secondly seems bugs open application location log click fruit press back button device application close supposed return main menu happen state login,1,SYSTEM
552,12/4/2020,Ian Pasani,1,install uninstall already want buy always written grave error already followed instructions still applications easy use please repaired abandoned,0,SYSTEM
553,11/4/2020,Christine,4,application helpful shopping groceries price affordable unfortunately lately always logged account automatically application please repair immidiately buyer comfortable thank,1,SYSTEM
554,11/4/2020,Husen Ahmad,4,great application easy slow cover area,1,SYSTEM
555,11/4/2020,Puguh Irawan,3,ok finally received order waiting days,0,SERVICE
556,11/4/2020,Listiyani Sumanja,1,supremely ugly bug apk many upset click click continue closed immidiately omg want see order status wrote trapped shopping app complicated wont get clicked,0,SYSTEM
557,10/4/2020,Eka Puspita Sari,5,complaints regarding food first thought respond well moments later respond tanihub came helpful,1,SERVICE
558,10/4/2020,damayanti ekaningsih,5,need worry spending vegetables fruits groceries otherwise miss supermarket operating hours run merchandise mlijo father sells housing moreover past lot restrictions operating hours today booked lunch dinner received tomorrow stayed cooked,1,SERVICE
559,10/4/2020,Denny Augustinus,4,great applications would better flexible purchasing unit always per yes buy celery,1,SYSTEM
560,10/4/2020,Na Tumbot,3,vegetable purchase least kg much daily household needs except open restaurant input also add version retails example per spend needed needs kind vegetables also stored long time,0,SERVICE
561,10/4/2020,siavash eghtedari,1,update phone number data hell,0,SYSTEM
562,10/4/2020,Rafael Tua,1,change delivery checkout automatic address stated behalf team donations area already reinstall constraints please gibe advance information application specifically donation thx,0,SYSTEM
563,9/4/2020,jimmy holim,5,nice application,1,SYSTEM
564,9/4/2020,Agus Irfan 4 Gunawan,5,good,1,USEFULLNESS
565,9/4/2020,fransiska nadia,1,application working would enter orders error may possible solution could shopping distinguished like market place,0,SYSTEM
566,9/4/2020,Henry Bong,1,already deal three days ago goods asking questions application answered email replied felt lost using application,0,SYSTEM
567,8/4/2020,peraitha dewi,3,ordered april april order status changed sent date mail already wait late package,0,SERVICE
568,8/4/2020,Sisca S,1,try tanihub recommendation relatives often black screen freeze must restart application freeze pls fix interested try thanks,0,SYSTEM
569,8/4/2020,Informasi Akhir,1,intention use applications applications keeps looping goshop also list items sold bad,0,SYSTEM
570,6/4/2020,Potato Potato,1,application slow often unresponsive please increase bandwidth server time pandemic sure access online shopping services staples lot often slow,0,SYSTEM
571,6/4/2020,Yuliana Biantoro,1,install require super long time install could opened though service online shopping service fresh food good time,0,SYSTEM
572,5/4/2020,Donna Manoppo,3,application purpose already good unfortunately pretty damning buy large quantities least kg box personal use definitely much end like hoarding may minimized size minimum purchase despite fresh goods several vegetable item rot may used even one week necessarily able use,1,SYSTEM
573,4/4/2020,adi candra,5,coool defective goods immidiately replaced,1,SERVICE
574,4/4/2020,Andri Andreas Priyanto,4,everyday yes everyday clear data login use application thanks reinstall application everyday add one star quick response another go developers,0,SYSTEM
575,4/4/2020,Vicky Farhan,3,know open applications feels really slow quite already exists bandung might added package features vegetables herbs fruit helpful also cook hopefully future yes heavy use,0,SYSTEM
576,4/4/2020,Happlicationy Ollie,1,already long delivery days pp check word goods sent dissapointed really bad love customer service solution tell waiting,0,SERVICE
577,3/4/2020,Nancye Neumann,4,happiliy service quality goods unfortunately run quickly intervening confirmation customer time reviews goods delivered plus would nice contact center eaxh region overall happy recommended application friends yogyakarta bali,1,SERVICE
578,2/4/2020,Ella Fitriani,5,first time shopping thank god packaging good fruit quality disposable boxes neat delivery schedule accordingly given news via application cool hope continue,1,SERVICE
579,2/4/2020,Puteri Cika,1,delivery region still limited cover indonesia well sorry uninstalled maybe area registered,0,SERVICE
580,1/4/2020,Zunansyah Falanni,5,application easy use quick reply message,1,SERVICE
581,31/03/2020,Maria Agnes,5,first time users happier buy tanihub products fresh packing great price affordable definitely would recommend application friends,1,USEFULLNESS
582,31/03/2020,Euis Surya,3,update must login account even,1,SYSTEM
583,3/31/2020,Lesza Leonardo,2,customer yogyakarta application actually fine reviews need instant delivery grocery needs least day order take hopes far away order process take least two days delivered one say email sent system said haha much innovation really hope instant delivery two stars enough,0,SERVICE
584,30/03/2020,Rival Nurriski,5,cool application makes easy,1,SYSTEM
585,29/03/2020,wita pratama,5,stuff tanihub always great quality compare similar applications packaging great definitely deserve stars,1,SERVICE
586,29/03/2020,yoseph setyadi,5,list accounts new application opened,1,SYSTEM
587,29/03/2020,Andhika N,4,terms application built marketplace goal help farmers worthy application possible terms application parts r research development may increased example must login register enter application exit application suggestion may given password remember facility terms scheduling backend,1,SYSTEM
588,29/03/2020,Auliya Madinah,4,ui good attractive trying first sign application close trying going back booting eternally showing logo,1,SYSTEM
589,29/03/2020,L H,4,applications please contrived stable often broken connections quite long time show items,1,SYSTEM
590,3/29/2020,Agus Anang,2,application unstable difficult see buyers surfing difficult application load data although connection fast applications problem tanihub make us first okay,0,SYSTEM
591,29/03/2020,Sisca Natalia,1,download open applications stuck logo page,0,SYSTEM
592,29/03/2020,Nacita Kirana,1,hard log loading logokeeps showing saying connection lost use indihome said order would sent days dont send asked answer,0,SYSTEM
593,29/03/2020,Pasir Laut,1,goods shipped raw quite ripe picking,0,SERVICE
594,28/03/2020,racertees jogja,3,slow use wifi inet cable makes buffering youtube keeps stuck loading page open application internet connection lost notif,0,SYSTEM
595,28/03/2020,Agung Prasetyo,1,application feels slow lots bugs basket empty choosing goods qty,0,SYSTEM
596,28/03/2020,Jayson Luke,1,application open,0,SYSTEM
597,28/03/2020,Anak Mbarep,1,difficult open,0,SYSTEM
598,26/03/2020,Kamila Qurratuaini,5,tanihub really really rescue times like quality vegetables fruits delivered nice wilting disability rotten prices products offered also affordable delivery service also quick customer service also quick respond always shopping top top tanihub create hopefully success future,1,USEFULLNESS
599,26/03/2020,Muh. Rifqi Rizqullah,5,thank idea develop tanihub whole engineering initially important tools application world plagued application helpful dirumahaja thank guys really helped us,1,USEFULLNESS
600,26/03/2020,Bryan,3,great application buying veggie fruit fast respond customer service problem lot variation veggies fruits meats event thing set stars connection issue application completely normal internet connection tested still application loading still slow even connection please fix cause annoying thank,1,SYSTEM
601,25/03/2020,Norma Chintia,3,application still slow used,0,SYSTEM
602,25/03/2020,Lintang Lokastiti,1,even open application keeps saying connection unstable open every applications phone fine,0,SYSTEM
603,25/03/2020,Eka Yuanita,1,keep closing,0,SYSTEM
604,24/03/2020,Hosni Rachmani,5,love easy use fast shipping great products,1,USEFULLNESS
605,24/03/2020,Dinia Audia,3,notification restock back menu rather difficult slow,0,SYSTEM
606,24/03/2020,Qisthi Aulia Syafrida,1,crash continues,0,SYSTEM
607,23/03/2020,Merrie Nymph,1,would give five star wants buy goods hard hell could make enter shopping cart,0,SYSTEM
608,22/03/2020,Ratna Sundari Johar Sukadi,5,great price fresh goods,1,SERVICE
609,3/22/2020,basith arlow,2,slow application fix period major application servers slow servers,0,SYSTEM
610,21/03/2020,Adam Risky,5,convenient restock goods faster,1,SERVICE
611,21/03/2020,Pattricia Winata,5,want try,1,SYSTEM
612,20/03/2020,KAulia Erhakim,5,helpful outbreak corona house insulation,1,USEFULLNESS
613,3/18/2020,kamila hetami,2,already select enter items basket going check empty basket keep repeating finally uninstall,0,SYSTEM
614,18/03/2020,Radit Mahindro,1,crash wanted use application knew already serves area application crash continues,0,SYSTEM
615,3/17/2020,ria antarini,2,wanted try turns large consumption,0,SERVICE
616,3/15/2020,Safitri Ristagitania Athar,2,successfully checked applicationnya always hangs please help ya,0,SYSTEM
617,5/3/2020,Wilda cahya ningrum,4,application difficult download,0,SYSTEM
618,4/3/2020,Cahya satria,4,good,1,USEFULLNESS
619,28/02/2020,Shinta k dewi,1,keeps forcing stop,0,SYSTEM
620,28/02/2020,pemancing abal-abal,1,please note tanihub partners supply goods consumer especially rice dissapointed professional,0,SERVICE
621,25/02/2020,Sulistya Nugraha,5,amazing,1,SYSTEM
622,19/02/2020,Kartika Trianita,5,shopping tanihub means help increase farmers incomes party highest risk lowest incomes,1,USEFULLNESS
623,19/02/2020,ElShanum Channel,5,application really noble welfare farmers items complete price cheap support pray application smoothly lasting blessed aamiin towards prosperous indonesian farmers,1,USEFULLNESS
624,18/02/2020,Devdan Zavier,5,great service good product quality fresh fruit veggies price affordable applications easy use,1,USEFULLNESS
625,18/02/2020,Amin Kurniawan,5,keep good work,1,SERVICE
626,18/02/2020,Endang Rahman Hakim,5,like send speed quality products hopefully cool application,1,SERVICE
627,18/02/2020,Rizqi Rakhmatullah,5,nice vegetables shopping got easier,1,USEFULLNESS
628,18/02/2020,Syah Rizal,5,great application,1,SYSTEM
629,18/02/2020,bodin cocok,5,application great spend money cheap tanihub,1,USEFULLNESS
630,24/01/2020,Pandu Rahutomo,1,delivery long also poor response reply reply robot use automatic provide solution deliberately order tomorrow afternoon night let get next day know stuff,0,SERVICE
631,1/22/2020,Raras Faliaresti,2,every want check even error corrected yes bugs thanks,0,SYSTEM
632,20/01/2020,Nova Williana,1,payment fails hold,0,SYSTEM
633,18/01/2020,non 01,5,love quality fruits fast delivery quick response customer service,1,SERVICE
634,12/1/2020,Nyoman Sudiarna,5,easy use practical,1,USEFULLNESS
635,12/1/2020,adnans,4,lucky never felt good experience shopping tanihub good stuff packaging tidy fast delivery often promo often get voucher shopping postage free minimum shopping postage expenditures cheap enough shame past experience hopefully tanihub could bounced could shopping,1,USEFULLNESS
636,1/7/2020,Irfan Abdurraafi,2,server errors data store address want order bananas,0,SYSTEM
637,5/1/2020,Maria Magdalena,1,days ago still used even spending couple times suddenly always applicationear connection lost cap try despite clicked try still would open despite reinstall remain makes lazy want use,0,SYSTEM
638,27/12/2019,Hadian Wirahadikusuma,5,nice application,1,SYSTEM
639,24/12/2019,Lovia 24,5,right great application,1,SYSTEM
640,17/12/2019,åˆ˜å®‡æ©Ony,1,every time want pay always applicationears error fatal error originally wanted shopping farmers eventually go third party,0,SYSTEM
641,12/12/2019,Pibra Gatria W.,5,application support indonesian farmers,1,USEFULLNESS
642,12/12/2019,Mohammad Ali Muiz,1,reservations coming frozen fruit chicken track orders comment answered next talking fresh food delivery status transmitted morning without update pathetic hope still fresh groceries given others harmful worth try tuesday afternoon message delivery wednesday thursday morning received confirmation though message frozen foods fresh chicken meat pathetic uninstall,0,SERVICE
643,11/12/2019,Silverius Jeffry,5,user friendly good quality products shipment,1,USEFULLNESS
644,11/12/2019,XNDARX,5,modern good market,1,USEFULLNESS
645,11/12/2019,Sou,1,careful buying goods tanihub must checked delivered sometimes correspond,0,SERVICE
646,9/12/2019,Joana Thega,1,unripe avocados complaint takes days ripe riped tastes bitter eat like drugs nice outside palace cor item future complaint pursuant one know avocado butter fail chat room request fruit instantly know ripe order even failure happens directly complained delivery since booking,0,SERVICE
647,12/8/2019,lani megawati,2,often discounted time like payment application often opened ends consumables nasty,0,SERVICE
648,7/12/2019,John Harison,5,love application services overall suggestion think tanihub need add favorite wishlist products like sometimes want buy eggs stock empty sold know restock like maybe add notifications really want buy tanihub,1,SERVICE
649,7/12/2019,Ane Rahmawati,1,entered cart instead told reinstall,0,SYSTEM
650,5/12/2019,Wen Wen,1,purchased things discount voucher canceled system time limit tried make another purchasing voucher lost dissappointing,0,SYSTEM
651,4/12/2019,Winda Natalia,3,product really lot items promotion nice quality application seems still many bugs often really want open error opened notif fatal error please let error continues,1,SYSTEM
652,2/12/2019,Diyah PS,1,increasingly difficult shop minimum purchasing lot reply person family must spend minimum expenditures green vegetables one kind vegetables normally household consumption though purchasing little kind lot please fix policies edit reviews reinstall policies benefit consumers well household thank,0,SERVICE
653,11/30/2019,david efendy,2,good applications problem information estimate time product delivered customer ask delivery schedule via applications answer,0,SERVICE
654,28/11/2019,Ting Ling,4,can't open application since yesterday,0,SYSTEM
655,28/11/2019,putri septiani,1,catchphrase help local farmers first go given directly large enterprises sommerville natural goldfarm fowler vis scroll far met local posts far empowering farmers,0,USEFULLNESS
656,26/11/2019,nana Cipcop,1,opened loading continues,0,SYSTEM
657,25/11/2019,Dalia NIngsih,1,time want buy must uninstall reinstall application continues keeps hanging please fix application,0,SYSTEM
658,24/11/2019,Jimmy Chan,5,many promotion helpful save money,1,USEFULLNESS
659,24/11/2019,Hestia Nurmasari,5,nice application,1,USEFULLNESS
660,24/11/2019,Umar Said,3,install register use time using error fatal error please fix immediately,0,SYSTEM
661,23/11/2019,Rieska Safiora,5,love application so much addition product sent fresh sometimes price promotion price extremely cheap recommend application want shopping vegetables fruits without bother going keep good work,1,USEFULLNESS
662,23/11/2019,imam kahfi,5,clay ig hilarious ads ui good prices products much different market,1,SERVICE
663,22/11/2019,Rinawati Yovita,5,keep using fruit really good,1,SERVICE
664,21/11/2019,Riky Dirly,4,still best veggie fruits groceries indonesia please multiply stock variations fix price higher price market keep adding promo reproduced gopay funds ovo etc keep going,1,SERVICE
665,20/11/2019,Nelly Chan,5,helpful many promos application join gojek ovo recommended,1,USEFULLNESS
666,20/11/2019,Ninawati Nina,5,far good,1,USEFULLNESS
667,20/11/2019,Toni Widjanarko,5,cool,1,USEFULLNESS
668,20/11/2019,Nathalia Dhewi,5,always satisfying shopping,1,SERVICE
669,20/11/2019,Budi Yuwono Rachman,5,okay,1,SYSTEM
670,20/11/2019,Gina Amalia,4,frequent updates select update later sometimes shopping abandoned memory,0,SYSTEM
671,20/11/2019,Reza R Pratama,1,installed newest version always failed open application thinks applications outdated force updates,0,SYSTEM
672,19/11/2019,Lilian Baru,5,good,1,USEFULLNESS
673,19/11/2019,Piya Al Haq,4,help overcome shopping fruit vegetables good quality cheap price application frequent updates,1,USEFULLNESS
674,11/19/2019,Oscar Daniel Hutajulu,2,process transaction completed application still process application could opened suddenly,0,SYSTEM
675,17/11/2019,Hani Tjen,5,frequently already shopping quality fruit always okay never dissapointed quality yet good nice n fresh fruit loves promos minus promo could expensive market,1,SERVICE
676,17/11/2019,Fani Suwito,4,often made application order online also ordered offline satisfactory could improved,1,SYSTEM
677,11/17/2019,Erma Joyoatmojo,2,guys must work harder stocks even sunday hell buy,0,SYSTEM
678,16/11/2019,jie feliks,5,satisfied,1,SERVICE
679,15/11/2019,ENI ROHAYATUN,4,steady application helpful condition fresh fruit price many discounts day delivery dear advertised hopefully future better service,1,USEFULLNESS
680,14/11/2019,Ahmad Asep Khoiruddin,5,hopefully pt tanihub could embrace small farmers able sell crops,1,USEFULLNESS
681,14/11/2019,Regit Sulistyo,5,quality okay packaging neat fast delivery,1,SERVICE
682,13/11/2019,Fredy Santoso,5,nice,1,USEFULLNESS
683,12/11/2019,Al Fateh,5,helpful,1,USEFULLNESS
684,12/11/2019,winda ratna s,5,ok,1,USEFULLNESS
685,12/11/2019,Ahegao Sensei,5,nice,1,USEFULLNESS
686,12/11/2019,Muh Udka Ib,1,thought products good pictures complaining product responded yet,0,SERVICE
687,12/11/2019,Z,1,keeps asking updates ca update ca opened,0,SYSTEM
688,11/11/2019,Edisan Supriyadi,5,buyer bandung west java truly satisfied quality tanihub products packaging delivery would definitely recommend tanihub everybody,1,SERVICE
689,10/11/2019,Hello Dith,1,install open always check connection connection fine,0,SYSTEM
690,11/7/2019,Mochamad Yusuf,2,keep improving quality application often force close image sometimes ca load application connection capable,0,SYSTEM
691,5/11/2019,Ryna Naomi,5,position bandung application facilitate shopping cheap delivery also relatively fast far good product quality recommended,1,USEFULLNESS
692,5/11/2019,Meidi Moran,3,hopefully future delivery area expanded borneo,0,SERVICE
693,5/11/2019,Juliana Luminto,1,often ask date,0,SYSTEM
694,11/2/2019,Wija KanawaShop,2,never ordering everytime want order app always loading even reaching click buy ca even go iteem description already restart phone also wrote good bye better delete take space phone,0,SYSTEM
695,10/28/2019,Desy Banurea,2,hp ill bs incoming legacy series,0,SYSTEM
696,24/10/2019,tomoki ito,5,recommended,1,USEFULLNESS
697,23/10/2019,trippy tricks,1,products delivered way smaller pictured cash back program unclear called scam buyer give notes notifications promo annoying pop time application request modify read sd card prevent phone sleeping request full network access downloading files without notification ended uninstalled application move around another providers sayurbox keep looking reliable options good one,0,SYSTEM
698,21/10/2019,Mitra Global Adiniaga,1,fruit quality substandard lemongrass banana example sent goods diameter diameter inbound long fingers adults complained sent back size tired buy bananas comes foul sorry arguably send trash cardboard boxes quality control asked person send said sent wrote affairs buyer complaints many buyers complain rather busy lazy deem wrote,0,SERVICE
699,20/10/2019,murni chulia,3,packaging proces way long,0,SERVICE
700,20/10/2019,R K Bong,1,tried use application messages goods shipped ordered heavy goods delivered half description goods sold,0,SYSTEM
701,17/10/2019,Zidny Rizqo,5,hopefully future posted central java area especially pati,1,SERVICE
702,16/10/2019,Beni Shod,5,special awaited solo raya,1,SERVICE
703,16/10/2019,Anindita Rachmaniar,4,application nice price also competitive online shopping places free shipping shopping thousand upwards needs improved buyers find identity sender courier sender estimated tracking position goods,1,SERVICE
704,15/10/2019,H Q,1,two last update makes app crashes frequently first uninstall reinstall application open longer crashes reinstall please improve delivery status details wear wifi connection must always clear cache data clicked promo banner also see c,0,SYSTEM
705,14/10/2019,mapivilia world,1,try install app buy eggs price expensive ended uninstall go indomaret price difference retail stores much thousand per item try field survey min brp standard price product price pairs origin,0,SERVICE
706,14/10/2019,haura hanif,1,vegetables foul right arrived home straight many green flies foul vegetable,0,SERVICE
707,10/13/2019,Wsn Hidayat,2,goods often empty,0,SYSTEM
708,12/10/2019,Satrio Achmad Taufik,3,ordered would fit checked confirmed already application gives notification says damage advice try reinstall application final,0,SERVICE
709,11/10/2019,Maria Lintang,1,can't always use application restart already reinstalled app always needs restart reinstalled twice still,0,SYSTEM
710,6/10/2019,hendra wijaya,5,hopefully available farmers hopefully area ntb helped application,1,USEFULLNESS
711,5/10/2019,andrian nugroho,5,superior products lots promo,1,SERVICE
712,4/10/2019,arna lestari,1,know application always ask restarting reinstall annoying,0,SYSTEM
713,4/10/2019,Ratu Uzi Maufuuzah,1,always ask restart try click view products,0,SYSTEM
714,3/10/2019,Pera wita,4,first orders application often open always ask restart wonder,0,SYSTEM
715,3/10/2019,Shianita Stanie,3,application still needs much improvement,0,SYSTEM
716,2/10/2019,juventia vina,3,directly buy stock hold stock ca get anything stock little minimum purchase disturbing shop price change anytime sometimes discount back normal immidiately product clear wether ripe,0,SERVICE
717,2/10/2019,Suko Tyas,1,heavy application loading page long time provide interface via web instead let purchase website,0,SYSTEM
718,10/1/2019,Wheni Ardhiana,2,installed opened saying internet connection problem internet fast using another application reinstall helping please upgrade application thanks,0,SYSTEM
719,30/09/2019,Ratu Kuliner,1,jogja solo included may add wrote delivery schedule set chartered jogja available solo make available maybe add delivery schedule adjustable,0,SERVICE
720,29/09/2019,G Luhur budi,5,nice,1,USEFULLNESS
721,29/09/2019,fast2safe,1,prices tani hub priceshould less online portal portal foreign commerce lost much anyway theintention empower farmers,0,SERVICE
722,28/09/2019,Helmi Mia,5,applications help really cool product quality price also cheap,1,USEFULLNESS
723,28/09/2019,Sobat Bodor,5,good,1,USEFULLNESS
724,28/09/2019,aziza januar rahmawati,5,good,1,USEFULLNESS
725,9/28/2019,Donny Ismandhono,2,updated used message problem application used root android whereas smoothly smooth course please repaired immediately used message stall hard like,0,SYSTEM
726,28/09/2019,Sofyan Ronald,1,strange told update update instead said application installed said phone rooted actually,0,SYSTEM
727,27/09/2019,Rakyan Kuti,5,recommended,1,USEFULLNESS
728,27/09/2019,Suwanto Yang,4,great farmer market,1,USEFULLNESS
729,27/09/2019,Lisma Wati,4,put application cheaper much one discount increasingly used fit takes long beginning although wait day sometimes place order morning arrived took days ushered goods,1,USEFULLNESS
730,27/09/2019,Nafasa Agnia,1,love using easy use definitely helpfull homebody like whether sometimes confusing wether already pays transaction,1,USEFULLNESS
731,24/09/2019,Azna Shabrina,3,cheap anyway goods many conform buy seedless watermelon seeds delivered goods areyoo many buy cherry tomatoes ordinary tomatoes arrives small,1,SERVICE
732,19/09/2019,Gusti Sumardayasa,5,cool,1,USEFULLNESS
733,19/09/2019,junita wahjudi,5,nice,1,USEFULLNESS
734,18/09/2019,Roes Wibowo,4,hopefully transmission speed improved overall satisfied,1,SYSTEM
735,18/09/2019,Muhammad farid ma'ruf,3,application getting okay quality merchandise also okay put discount often sorry stars subtract last update many notification much bl dah rich notif game application many notif increase consumption battery well notification turned hard find promo info application strange lot empty notif maybe needs repaired notification management often day notif etc,1,SYSTEM
736,17/09/2019,champernique,3,whenever stage payment transaction process stops choosing bank ovo alfamart reference payments virtual accounts link application ovo,1,SYSTEM
737,17/09/2019,tommy trianto,1,always crashes want see product already celar data clear cache reinstall still fix support farmers application used,0,SYSTEM
738,16/09/2019,may,3,initially liked greatly simplifies time go shopping market getting slow delivery message says arrives tomorrow could days later quality vegetables eggs sent also less good honestly bit dissapointed tanihub,0,SERVICE
739,14/09/2019,sujantok31,5,reliable,1,USEFULLNESS
740,14/09/2019,maulana m r,4,good,1,USEFULLNESS
741,13/09/2019,Yuneska Yuneska,5,cool developed yes,1,SYSTEM
742,13/09/2019,Renny Sri Herdianty,5,helpful,1,USEFULLNESS
743,13/09/2019,Arum Widyaningsih,4,greatly help businesses sy f b take time farmer hub could save time homework etc advice renewed application tracking expenditures payment sometimes still slow wait confirmation delivery goods bought arrived uncertain thanks tanihub,1,SERVICE
744,12/9/2019,Albert Tjahyadi,5,order mango sent crude still ripe even used fruit salad yet feasible shadow mango fruit interchangeable fresh stayed eat fresh sweet verifiable reality green still hard crude edit aftersales still good changed star complaint claim sent back ripe ready consume,1,SERVICE
745,12/9/2019,The Truth,1,gave star ordered kg came kg please measure remember weight difference prompted wait till accountable hereafter moslem curse on you,0,SERVICE
746,12/9/2019,Farrel ficoy,1,sometimes makes mad careful buy fruit sent kg matter tanihub,0,SERVICE
747,11/9/2019,Unay's Kitchen,5,nice shopping application,1,SYSTEM
748,11/9/2019,Annis Siradj,5,passable cashback gopay,1,SERVICE
749,11/9/2019,Maskur Azid,5,look,1,USEFULLNESS
750,11/9/2019,Yudi Widiana,3,application needs much improvement still user friendly product range also still limited,1,SYSTEM
751,11/9/2019,tj suprapto,1,application fine problem maybe paying programmers ux designer etc expensive reflects item price thanks effort indonesian market ready application moment bit advice price important ux,0,SYSTEM
752,9/9/2019,ayala nisia,4,suddenly application closed try click product,0,SYSTEM
753,9/9/2019,michael ruru,3,going try application keeps sending notifications every hour discount product way tour turn notifications application better uninstall way turn notifications application,0,SYSTEM
754,9/9/2019,Boedi Cahyadi,1,crash open product page,0,SYSTEM
755,9/9/2019,Theo Anggara,1,first time buying tani hub experience bad one order exist wait days odd system tanihub locked orders time ordered paid order declared vacant dissapointed eventually order canceled without compensation tani hub also actively asks order quite bad experience using tanihub careful goods provided finally empty,0,SERVICE
756,9/8/2019,Ã‰lise Faulkner,2,enough selections fruits berries sold free delivery fee proceed payment constantly loads choose desired payment method please fix,0,SYSTEM
757,6/9/2019,Arie Sez,5,incredible idea empower farmers continue try forwards directed towards indonesian peasants without food imports abroad,1,USEFULLNESS
758,6/9/2019,Fitria Cahyaningrum,5,fast delivery often promotions watermelons buy really cheap fruits also going buy,1,USEFULLNESS
759,3/9/2019,Yusi Melina,3,already shopping tanihub times quite satisfied quality food ingridients sold application still need lot improvement button asked status orders help work application still less user friendly,0,SYSTEM
760,3/9/2019,SPG Agency,1,said want empower traditional farmers instead look like greedy suppliers overcharge price farmer knew prices compare traditional markets way expensive several items immediately uninstall,0,SERVICE
761,1/9/2019,Arifin Hendrawan,3,profile seller farmers displayed please make interesting customer,1,SYSTEM
762,28/08/2019,hibar pittria,5,fast free shipping satisfied shopping although less good received overall good riddance enables shopping vegetables fruits,1,USEFULLNESS
763,28/08/2019,Jansin Hendisurya,3,application nice unfortunately less extensive scope effective used big cities,1,SERVICE
764,21/08/2019,adji jeebon,1,recommended order message august date august evening deducting holiday shipping days maximum delivery vegetables fruits come alreadry guns needed fast losing vegetable sellers want order,0,SERVICE
765,19/08/2019,Kahar Chairuddin,1,buyer dissapointed tanihub get ahead maintain quality tired spending orders peppers sent paprika expired damaged try see photos sorry indeed assistant check know whether broken home regrettable investment lost service,0,SERVICE
766,15/08/2019,Zaeni Dahlan,3,stars application karawang area still yet affordable,1,SERVICE
767,15/08/2019,Azis Subiantoro,1,compare traditional market price totaly expensive better survey price traditional market,0,SERVICE
768,7/8/2019,Salt Gaming,4,application nice easy use interface seems housing village bencongan listed choice,1,SYSTEM
769,8/7/2019,Yanuar Mudzakir,2,open application payment confirm,0,SYSTEM
770,4/8/2019,Farah Sofa,4,please fix bug update application,0,SYSTEM
771,31/07/2019,M1s Games,5,fruit okay,1,SERVICE
772,30/07/2019,Ayi Priana,5,nice good application,1,SYSTEM
773,30/07/2019,A Google user,5,thanks forgot edit review thanks already expanded premises,1,SERVICE
774,28/07/2019,Hadyan Putra Yasrizal,5,helpful,1,USEFULLNESS
775,28/07/2019,Jemaat Linglung TV,5,steady could order wholesale prices needs fruit stall thanks,1,USEFULLNESS
776,28/07/2019,Arini Nurul Jannah,3,connection drops continue use wifi open application,0,SYSTEM
777,27/07/2019,Riza Riza,5,fantastic order sent day hours try buy mangoes package packaged strong cardboard yes farmer continued success,1,SERVICE
778,7/23/2019,yessy yumari,2,sometimes application ropriate orders sometimes aprox fruit consistent dried oranges squeezed indramayu reply message arrived fragrant mango sweet without memorandum papaya still green turns mushy overcooked fitting though waiting ill spy want complaint could hours received minimally message type fruit kg maybe exhausted one day everything bcs partly pp ready eat,0,SERVICE
